"Saccharomyces cerevisiae","Rhodosporidium toruloides","CS","EL","Trees","phylome","ensembl","orthomcl","treefam","eggnog","hogenom"
"A0A0D4AJB0","M7XJF8","1.000","1","1","","","","","",""
"A0A0D4UMH1","A0A061AVR2","1.000","2","3","1.00/2","","","","",""
"A0A0D4UQ09","M7WP17","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y1Q8","M7WQM4","1.000","1","4","1.00/4","","","","",""
"A0A0D3U2B1","M7X586","1.000","1","2","1.00/2","","","","",""
"A0A0D3SX45","M7X3T2","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMN5","M7XBX1","0.857","1","7","1.00/6","","","","",""
"N1P5A9","M7XA12","0.667","1","3","1.00/2","","","","",""
"A0A0C5NI89","M7WSY3","1.000","1","1","","","","","",""
"A0A0D4UQ14","M7XPL5","1.000","2","5","1.00/4","","","","",""
"M!03907494","M7WJV1","0.667","1","9","0.75/8","","","","",""
"A0A0D4I1F3","M7XUF7","0.667","1","3","1.00/2","","","","",""
"A0A0D4KNJ4","M7X1Y2","1.000","1","1","","","","","",""
"A0A0D4GU66","M7WN39","1.000","1","1","","","","","",""
"A0A0D4UNB5","M7WRM0","1.000","2","3","1.00/2","","","","",""
"A0A0D3ZQQ7","M7WNG0","0.600","2","5","0.50/4","","","","",""
"P52892","M7WP35","1.000","2","3","1.00/2","","","","",""
"A0A0D4UN44","M!04334752","1.000","2","5","1.00/4","","","","",""
"A0A0D4NQ58","M7X2W2","1.000","2","27","1.00/26","","","","",""
"P36172","M7WQP7","0.818","2","11","0.80/10","","","","",""
"N1NXM3","M7X033","1.000","1","1","","","","","",""
"P00498","M7WYE8","1.000","2","3","1.00/2","","","","",""
"A0A0D4RK55","M7XNR2","1.000","1","2","1.00/2","","","","",""
"A0A0C5Z6K4","M7WN48","1.000","1","4","1.00/4","","","","",""
"A0A0C6CCL5","M7X113","0.833","2","6","0.75/4","1.00/2","","","",""
"A0A0D4Q2J5","M7WKF8","0.600","2","5","0.50/4","","","","",""
"A0A0C5ZYW4","M7WXT3","1.000","2","3","1.00/2","","","","",""
"A0A0D4JCA2","M7WQX5","1.000","1","1","","","","","",""
"A0A0C6CWR0","M7WZK8","1.000","1","12","1.00/12","","","","",""
"A0A0C5ZZ17","M7XFY4","1.000","1","1","","","","","",""
"A0A0D4I1R8","A0A061AS74","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2F8","M7X5H6","1.000","2","3","1.00/2","","","","",""
"A0A0D3S660","M7XAH3","0.667","2","3","0.50/2","","","","",""
"A0A0C5NZU1","M7XMU1","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2E2","M7WKD3","0.600","1","5","0.75/4","","","","",""
"A0A0D4EGD5","M7WIJ4","1.000","2","12","1.00/10","1.00/2","","","",""
"A0A0D4Y1V0","M7X642","1.000","2","3","1.00/2","","","","",""
"E7Q2Y7","M7X1K9","0.667","1","3","1.00/2","","","","",""
"A0A0D4AUU2","M7XGS5","1.000","2","3","1.00/2","","","","",""
"N1NVJ0","M7XLR0","0.500","1","2","0.50/2","","","","",""
"A0A0C6CD24","M7X6A5","1.000","2","3","1.00/2","","","","",""
"N1NVH2","M7WXL1","1.000","1","6","1.00/6","","","","",""
"A0A0D3ZZQ1","M7XAA6","1.000","2","5","1.00/4","","","","",""
"A0A0D4UMD5","M7X4T8","1.000","1","1","","","","","",""
"A0A0C6CQB8","M7WRE9","1.000","2","3","1.00/2","","","","",""
"A0A0D3UK55","M7WJE2","0.667","1","3","1.00/2","","","","",""
"A0A0D4AVZ1","M7WNS3","1.000","2","3","1.00/2","","","","",""
"A0A0C5QE20","M7X2K8","1.000","1","2","1.00/2","","","","",""
"A0A0D4Y1I6","M7XQ67","0.600","2","5","0.50/4","","","","",""
"A0A0D4AV44","M7WNQ7","1.000","2","5","1.00/4","","","","",""
"M!03904700","M7WVQ5","1.000","1","2","1.00/2","","","","",""
"A0A0D4RDJ7","M7WRF8","0.500","1","2","0.50/2","","","","",""
"N1P1V8","M7XFQ9","1.000","2","17","1.00/16","","","","",""
"A0A0C5ZK05","M7XH36","1.000","1","1","","","","","",""
"N1PA89","M7WZU6","1.000","1","1","","","","","",""
"M!03906332","M7WIF9","1.000","1","1","","","","","",""
"A0A0C5NKB7","M7WPA0","1.000","1","24","1.00/24","","","","",""
"A0A0D3XY43","M7WWM7","1.000","1","2","1.00/2","","","","",""
"A0A0D3XY75","M7WX93","1.000","2","3","1.00/2","","","","",""
"A0A0D4RWX8","M7WDV4","1.000","2","11","1.00/10","","","","",""
"A0A0D4KNL0","M7WL40","1.000","1","6","1.00/6","","","","",""
"Q04002","M7XSX7","1.000","2","3","1.00/2","","","","",""
"A0A0D3TV81","M7WLV6","1.000","2","3","1.00/2","","","","",""
"N1P5S3","A0A061B474","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXA5","M7X990","1.000","1","1","","","","","",""
"M!03904323","M7WS58","0.667","1","3","1.00/2","","","","",""
"A0A0D4I1H7","M7X3U3","1.000","1","1","","","","","",""
"A0A0D4IW78","M7X1C8","1.000","2","3","1.00/2","","","","",""
"N1PAA8","M7WT79","0.889","1","9","1.00/8","","","","",""
"A0A0C6CQW0","M7X1X4","1.000","2","3","1.00/2","","","","",""
"A0A0D3S305","M7WL30","1.000","2","17","1.00/16","","","","",""
"A0A0C5YH05","M7WW82","1.000","2","5","1.00/4","","","","",""
"A0A0D4RGL9","M7WRY7","1.000","2","9","1.00/8","","","","",""
"P11075","M7XU66","0.667","1","3","1.00/2","","","","",""
"A0A0D3U1A1","M7XJL0","0.600","1","5","0.75/4","","","","",""
"A0A0D4NXD9","M7XVJ6","1.000","1","1","","","","","",""
"P24783","M7WZ54","1.000","2","35","1.00/34","","","","",""
"A0A0D4UNI8","M7WD07","1.000","2","3","1.00/2","","","","",""
"A0A0C5FRK2","M7X7C3","1.000","2","3","1.00/2","","","","",""
"A0A0C6CE17","M7XLD2","1.000","1","1","","","","","",""
"A0A0D4KN29","A0A061B2H9","1.000","2","3","1.00/2","","","","",""
"A0A0D3Z3S0","M7WWK7","1.000","1","6","1.00/6","","","","",""
"E7Q692","M7XA72","1.000","1","2","1.00/2","","","","",""
"A0A0D3SX23","M7XZK3","1.000","2","3","1.00/2","","","","",""
"N1NYJ8","M7WXF5","0.667","2","3","0.50/2","","","","",""
"A0A0D4JAD2","M7X378","1.000","2","7","1.00/6","","","","",""
"A0A0D3UD65","M7XLZ5","0.667","1","3","1.00/2","","","","",""
"E7Q2Q0","M7WJ34","1.000","2","3","1.00/2","","","","",""
"A0A0D4N301","M7WW02","1.000","2","3","1.00/2","","","","",""
"A0A0C5R0X3","M7WPH7","0.857","1","7","1.00/6","","","","",""
"N1PAF5","M7WPA3","1.000","2","3","1.00/2","","","","",""
"A0A0C5M4A1","M7WS48","0.806","2","31","0.80/30","","","","",""
"N1P6T4","M7WXM6","1.000","2","7","1.00/6","","","","",""
"M!03907286","M7WQF6","1.000","1","1","","","","","",""
"M!03907520","M7WZF5","1.000","1","2","1.00/2","","","","",""
"A0A0D4XNE3","M7XF73","0.800","1","5","1.00/4","","","","",""
"A6ZXY5","M7WXF3","0.960","2","25","0.96/24","","","","",""
"A0A0D3UID2","M7XI91","0.571","1","7","0.67/6","","","","",""
"A0A0C5NWB6","M7XMR9","1.000","2","15","1.00/14","","","","",""
"N1P264","M7XFR4","1.000","1","1","","","","","",""
"E7Q3A7","M7XYU4","0.667","1","3","1.00/2","","","","",""
"A0A0D4KQ67","M7XTQ6","1.000","2","3","1.00/2","","","","",""
"A0A0D3ZSS0","M7WU23","1.000","2","3","1.00/2","","","","",""
"A0A0D3ZSN9","M7XZX7","0.667","1","3","1.00/2","","","","",""
"A0A0D3XZE2","M7XBA0","1.000","2","3","1.00/2","","","","",""
"A0A0D4AIU1","M7WUL9","1.000","2","3","1.00/2","","","","",""
"A0A0D3UKD5","M7XEP0","1.000","2","3","1.00/2","","","","",""
"A0A0D4T3Q0","M7WT33","0.857","2","7","0.83/6","","","","",""
"B3LS86","M7X8D2","1.000","2","5","1.00/4","","","","",""
"A0A0D4GTN1","M7WSY9","1.000","2","5","1.00/4","","","","",""
"A0A0D4KQ77","M7X466","1.000","1","1","","","","","",""
"A0A0D3XZY8","M7XKI7","0.667","1","3","1.00/2","","","","",""
"A0A0D4RGV6","M7X304","1.000","2","3","1.00/2","","","","",""
"A0A0D3XU67","M7X749","0.667","2","3","0.50/2","","","","",""
"A0A0C5LSH9","M7XLE9","0.600","1","5","0.75/4","","","","",""
"P47025","M7WMT7","1.000","1","2","1.00/2","","","","",""
"A0A0D4UMP2","M7X5S3","1.000","2","3","1.00/2","","","","",""
"A0A0D3X5N7","M7XDA5","1.000","2","3","1.00/2","","","","",""
"B3LP69","M7WGJ6","1.000","2","3","1.00/2","","","","",""
"A0A0C6ABX8","M7XIX2","1.000","2","3","1.00/2","","","","",""
"A0A0D4GT26","M7WYA2","1.000","2","3","1.00/2","","","","",""
"D0VFN3","M7XNP4","1.000","2","5","1.00/4","","","","",""
"P32623","M7XCC8","0.667","1","3","1.00/2","","","","",""
"A0A0D4Y2C6","M7WRP1","1.000","2","5","1.00/4","","","","",""
"A0A0D4FDG2","M7XLI9","1.000","1","1","","","","","",""
"P09232","M7X568","1.000","1","4","1.00/4","","","","",""
"A0A0C6D7K1","M7WKA8","1.000","1","1","","","","","",""
"A0A0D4UML1","M7WH81","0.667","2","3","0.50/2","","","","",""
"N1PA78","M7X3D0","1.000","1","2","1.00/2","","","","",""
"A0A0D4UQB9","M7X2T0","1.000","2","3","1.00/2","","","","",""
"A0A0D3SVD2","M7WPL8","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q349","M7WH68","1.000","2","3","1.00/2","","","","",""
"A0A0D4I2Z6","M7WWA7","1.000","1","6","1.00/6","","","","",""
"P21951","M7WUR6","0.667","1","3","1.00/2","","","","",""
"A0A0D4F019","M7X7Z5","1.000","1","1","","","","","",""
"A0A0D4UMU2","M7WP42","1.000","2","3","1.00/2","","","","",""
"A0A0D4U914","M7XS21","0.667","1","3","1.00/2","","","","",""
"A0A0D4GRE5","M7X332","1.000","2","3","1.00/2","","","","",""
"A0A0D4KNM9","M7WXP8","0.800","1","15","0.86/14","","","","",""
"A0A0D4JAK3","M7WYH7","1.000","2","5","1.00/4","","","","",""
"A0A0D3WTI4","M7WXB6","1.000","2","3","1.00/2","","","","",""
"N1P7S5","M7WRR7","1.000","1","4","1.00/4","","","","",""
"A0A0D4SQZ9","M7WW85","0.923","1","13","1.00/12","","","","",""
"A0A0C5NK26","M7WZG6","1.000","1","1","","","","","",""
"A0A0D3T9X6","M7XZG1","1.000","1","1","","","","","",""
"N1P728","M7WK75","1.000","2","3","1.00/2","","","","",""
"A0A0D4GVB2","M7WZ79","1.000","2","3","1.00/2","","","","",""
"N1PAG0","M7WMT2","0.889","1","9","1.00/8","","","","",""
"A0A0C5M4I4","M7XBF6","1.000","1","1","","","","","",""
"A0A0D4FYF4","M7XUW4","1.000","2","9","1.00/8","","","","",""
"A0A0C5YES0","M7WV44","1.000","2","4","1.00/2","1.00/2","","","",""
"A0A0D4I3Z1","M7WRQ7","1.000","1","2","1.00/2","","","","",""
"A0A0C5M3Y5","M7WG08","1.000","2","3","1.00/2","","","","",""
"P47135","M7X5B9","1.000","1","1","","","","","",""
"N1P122","M7WVK3","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUF5","M7XUJ0","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2T9","M7XLS6","1.000","1","1","","","","","",""
"A0A0D4FWG9","M7X693","0.800","1","5","1.00/4","","","","",""
"M!03909057","M7WJQ2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q3S6","M7X7Y2","1.000","2","3","1.00/2","","","","",""
"A0A0C5LH71","M7WDT9","1.000","1","4","1.00/4","","","","",""
"N1P931","M7X766","1.000","1","1","","","","","",""
"A0A0D4AVH4","M7WJD1","1.000","1","1","","","","","",""
"A0A0C5Z6K2","M7X4J7","0.500","1","4","0.50/4","","","","",""
"A0A0D3WQI5","M7WX11","1.000","2","9","1.00/8","","","","",""
"A0A0D4Q357","M7WY37","0.750","1","4","0.75/4","","","","",""
"A0A0D4JNC7","M7X761","1.000","2","7","1.00/6","","","","",""
"A0A0D4Q691","A0A061AJT8","1.000","2","27","1.00/26","","","","",""
"A0A0C6CQY4","M7WX60","1.000","1","2","1.00/2","","","","",""
"A0A0C5ZV44","M7WSV5","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q3U1","M7WTV9","1.000","2","3","1.00/2","","","","",""
"A0A0D4TTJ4","M7XKB7","0.500","1","6","0.50/6","","","","",""
"N1P5S5","M7X234","1.000","1","1","","","","","",""
"A0A0D4ZS83","M7WFJ5","1.000","1","2","1.00/2","","","","",""
"A0A0D4GUG9","M7XJT4","0.714","2","7","0.67/6","","","","",""
"E7Q3I3","M7X0E7","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXN2","M7WNB5","1.000","2","3","1.00/2","","","","",""
"A0A0D4KPS3","A0A061AF36","1.000","1","1","","","","","",""
"P36150","M7XHH2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q5K3","M7WV94","1.000","2","3","1.00/2","","","","",""
"P53751","M7XF71","1.000","1","1","","","","","",""
"A0A0D4GVU2","M7WKH8","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y1Q0","M7XJR6","1.000","2","5","1.00/4","","","","",""
"A0A0D4GSJ3","M7XAC0","1.000","2","5","1.00/4","","","","",""
"A0A0C5ZZH0","M7WZN6","1.000","2","3","1.00/2","","","","",""
"A0A0C5P945","M7WNM4","1.000","2","3","1.00/2","","","","",""
"A0A0C5M4X5","M7XWU8","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y299","M7WW95","1.000","1","1","","","","","",""
"A0A0C6D7V5","M7WTQ0","1.000","2","5","1.00/4","","","","",""
"E7QAJ6","M7WK79","1.000","1","1","","","","","",""
"A0A0C6AFI9","M7X0Q4","1.000","2","3","1.00/2","","","","",""
"N1P010","M7XQE5","1.000","1","1","","","","","",""
"A0A0D4Y1U4","M7XIR8","1.000","1","1","","","","","",""
"A0A0D3Z1H3","M7WW52","1.000","2","3","1.00/2","","","","",""
"A0A0D3XGV6","M7X0P4","1.000","2","3","1.00/2","","","","",""
"A0A0C5LH01","M7X573","1.000","1","2","1.00/2","","","","",""
"M!03909520","M7X3A0","1.000","2","3","1.00/2","","","","",""
"A0A0C6AKE4","M7WMJ7","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y1E7","M7XYT4","0.667","1","3","1.00/2","","","","",""
"A0A0D4GTY1","M!04336949","1.000","2","3","1.00/2","","","","",""
"A0A0C6CCY4","M7X3X9","1.000","1","1","","","","","",""
"A0A0C5LTD0","M7WZ31","1.000","2","3","1.00/2","","","","",""
"A0A0D4FDD7","M7XFN1","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q342","M7WR26","1.000","1","1","","","","","",""
"P53583","M7WVT6","0.667","1","3","1.00/2","","","","",""
"P53824","M7WGI6","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q6I7","M7XMI4","1.000","1","2","1.00/2","","","","",""
"A0A0D4TT94","M7X3X4","1.000","2","3","1.00/2","","","","",""
"A0A0C5N9H3","M7WKE4","1.000","2","3","1.00/2","","","","",""
"A0A0C5Z195","M7XPA1","1.000","2","3","1.00/2","","","","",""
"A0A0C5NTS6","M7XE69","1.000","2","3","1.00/2","","","","",""
"A0A0D3UKH0","M7WX06","0.600","2","5","0.50/4","","","","",""
"P53067","M7Y0H8","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2Q2","M7X0I3","1.000","2","3","1.00/2","","","","",""
"A0A0D3YCD1","M7X2Q1","1.000","2","3","1.00/2","","","","",""
"A0A0C5QYS5","M7XC99","1.000","2","3","1.00/2","","","","",""
"A0A024XNF8","M7WGL0","1.000","2","13","1.00/12","","","","",""
"A0A0C6CNX6","M7X1D3","1.000","2","31","1.00/30","","","","",""
"A0A0D4AV23","M7XSA2","1.000","1","1","","","","","",""
"A0A0D4Q6Q0","M7WNS9","1.000","1","2","1.00/2","","","","",""
"A0A0D4A677","M7XHW6","1.000","2","9","1.00/8","","","","",""
"A0A0D4S104","M7XQ51","1.000","1","1","","","","","",""
"A0A0D4RK39","M7XPR8","1.000","2","3","1.00/2","","","","",""
"Q12288","M7WUS3","1.000","1","4","1.00/4","","","","",""
"A0A0C5NVF9","M7WR06","1.000","2","3","1.00/2","","","","",""
"A0A0D4NXI5","M7X3U7","1.000","1","2","1.00/2","","","","",""
"N1P0P1","M7XAK9","1.000","2","11","1.00/10","","","","",""
"A0A0D4GTR7","M7WMY9","1.000","2","5","1.00/4","","","","",""
"A0A0D4RGS8","M7XQG4","0.857","1","7","1.00/6","","","","",""
"A0A0C5RLY9","M7X0E8","0.500","1","4","0.50/4","","","","",""
"A0A0C6CWH6","M7WRZ4","1.000","2","3","1.00/2","","","","",""
"A0A0D4ZY35","M7X553","0.667","1","3","1.00/2","","","","",""
"G4XSR1","M7XCG8","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q7C6","M7X639","1.000","2","3","1.00/2","","","","",""
"A0A0D4ICE2","M7WWA7","1.000","1","6","1.00/6","","","","",""
"A0A0D4Y1T2","M7XHJ1","0.500","1","2","0.50/2","","","","",""
"A0A0D3UBJ9","M7WXE4","1.000","2","21","1.00/20","","","","",""
"A0A0C5R242","M7WTT0","1.000","2","3","1.00/2","","","","",""
"A0A0D4FCV2","M7WLJ5","1.000","2","13","1.00/12","","","","",""
"B3LHX4","M7XKQ2","0.667","1","3","1.00/2","","","","",""
"A0A0D4MZG8","M7XMZ5","1.000","2","5","1.00/4","","","","",""
"A0A0D4AUA1","A0A061AGE6","0.667","1","3","1.00/2","","","","",""
"A0A0C5LS99","M7XHR0","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q209","A0A061B6S7","0.667","1","3","1.00/2","","","","",""
"N1NVH0","M7XI99","1.000","2","3","1.00/2","","","","",""
"A0A0D4GH65","M7XQ86","1.000","2","3","1.00/2","","","","",""
"A0A0D4NQ77","M7X1E3","1.000","2","3","1.00/2","","","","",""
"A0A024XI04","M7WMP5","1.000","1","4","1.00/4","","","","",""
"A0A0C5FL51","M7X413","1.000","2","3","1.00/2","","","","",""
"A0A024Y0K2","M7XHC1","1.000","2","3","1.00/2","","","","",""
"A0A0D3S2G3","M7WM30","0.667","1","3","1.00/2","","","","",""
"P53043","M7WMB2","1.000","2","15","1.00/14","","","","",""
"A0A0D3Y063","M7WPC4","1.000","2","3","1.00/2","","","","",""
"A0A0D4A6T1","M7XHE8","0.667","1","3","1.00/2","","","","",""
"A0A0D4KQ63","M7WVH1","1.000","2","3","1.00/2","","","","",""
"A0A0D4K060","M7WZQ1","1.000","2","3","1.00/2","","","","",""
"A0A0D4RY64","M7WUQ2","1.000","1","2","1.00/2","","","","",""
"A0A0D3XXU2","M7WY85","0.667","1","3","1.00/2","","","","",""
"A0A0C6CDC7","M7WUI0","1.000","2","3","1.00/2","","","","",""
"A0A0D4GU96","M7WP17","1.000","2","3","1.00/2","","","","",""
"A0A0C5XWK1","M7X5U7","0.800","1","5","1.00/4","","","","",""
"A0A0D3XJL8","M7XN51","1.000","2","13","1.00/12","","","","",""
"A0A0D3TS37","M7WRD2","1.000","2","3","1.00/2","","","","",""
"A0A0C5LHU6","M7XFP4","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2X3","M7XGE1","1.000","2","3","1.00/2","","","","",""
"A0A0D4AVK7","M7X3N3","1.000","2","3","1.00/2","","","","",""
"P06777","M7WP52","0.667","1","3","1.00/2","","","","",""
"A0A0D3UKJ2","A0A061ADZ3","1.000","2","3","1.00/2","","","","",""
"N1NYL0","M7X2Q1","1.000","2","3","1.00/2","","","","",""
"A0A0D4ERR9","M7WKK6","1.000","2","5","1.00/4","","","","",""
"A0A0D4RKI9","M7WS22","1.000","2","5","1.00/4","","","","",""
"A0A0D4I630","M7WUM8","0.667","1","3","1.00/2","","","","",""
"A0A0D3WVQ1","M7X2A3","1.000","2","3","1.00/2","","","","",""
"N1NZ88","M7X648","1.000","1","4","1.00/4","","","","",""
"M!03907522","M7XMW4","1.000","2","3","1.00/2","","","","",""
"A0A0D4I1N1","M7X6R9","0.600","2","5","0.50/4","","","","",""
"M!03904737","M7WZM3","1.000","1","1","","","","","",""
"G2WHI5","M7WXP9","1.000","2","13","1.00/12","","","","",""
"P37254","M7WTZ3","0.667","1","3","1.00/2","","","","",""
"A0A0D3WMM8","M7XJI9","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2K1","M7WV72","0.500","1","2","0.50/2","","","","",""
"A0A0D3U0J5","M7XB54","0.667","1","3","1.00/2","","","","",""
"A0A0C5QMZ7","M7XSZ9","1.000","2","3","1.00/2","","","","",""
"A0A0D3SS83","M7X8Q2","1.000","2","7","1.00/6","","","","",""
"P49017","M7XIZ5","1.000","2","3","1.00/2","","","","",""
"A0A0D4UK90","M7X2J1","0.889","2","9","0.88/8","","","","",""
"A0A0D4Q334","M7XAZ8","1.000","2","3","1.00/2","","","","",""
"A0A0C6C755","M7WT61","0.667","1","3","1.00/2","","","","",""
"P22517","M7WUM3","0.818","2","11","0.80/10","","","","",""
"A0A0D3Y0P9","M7WRL6","0.500","1","2","0.50/2","","","","",""
"A0A0C5QT80","M7WDS9","1.000","2","5","1.00/4","","","","",""
"A0A0D4KGK0","M7X2A3","1.000","1","2","1.00/2","","","","",""
"A0A0D4I1Q3","M7WZS0","1.000","1","1","","","","","",""
"A0A0D4I3X4","M7X3D0","1.000","1","2","1.00/2","","","","",""
"N1P2P1","M7WZ71","1.000","1","1","","","","","",""
"A0A0D4SW45","M7WJP6","1.000","1","1","","","","","",""
"A0A0C5ZZ81","M7X560","0.667","1","3","1.00/2","","","","",""
"A0A0C6CPM9","M7X4H3","1.000","2","3","1.00/2","","","","",""
"A0A0C6AK77","M7WYG0","0.667","1","3","1.00/2","","","","",""
"A0A0D4I1J1","M7WWW0","0.667","1","3","1.00/2","","","","",""
"A0A0D4N902","M7WYU7","1.000","2","3","1.00/2","","","","",""
"A0A0C5FIV9","M7WR87","1.000","2","3","1.00/2","","","","",""
"A0A0C6D1Z5","M7X6S3","1.000","2","3","1.00/2","","","","",""
"A0A0D4GUQ9","M7WXL9","1.000","2","17","1.00/16","","","","",""
"A0A0D4I2Y2","M7XJ86","0.667","1","3","1.00/2","","","","",""
"A0A0D4SR82","M7X5V2","1.000","2","3","1.00/2","","","","",""
"A0A0D4GT08","M7WXA7","1.000","1","1","","","","","",""
"A0A0C6D645","M7X6R2","1.000","1","1","","","","","",""
"A0A0D3XXQ3","M7WEJ4","1.000","2","3","1.00/2","","","","",""
"A0A0D4JGB1","M7WNA2","1.000","2","3","1.00/2","","","","",""
"A0A0D4WA39","M7WT31","0.600","2","5","0.50/4","","","","",""
"A0A0D4N0Z5","M7XMK1","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q1C3","M7WY90","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y237","M7X373","1.000","2","7","1.00/6","","","","",""
"A0A0D4TTK8","M7XII9","1.000","2","5","1.00/4","","","","",""
"A0A0C5QE40","M7XUG6","1.000","2","3","1.00/2","","","","",""
"A0A0C5N5U0","M7X6A7","1.000","2","3","1.00/2","","","","",""
"A0A0D4TPF6","M7WZ86","1.000","2","5","1.00/4","","","","",""
"A0A0D4NQE1","M7WHE6","1.000","2","3","1.00/2","","","","",""
"A0A0D4JWL6","M7XX08","1.000","2","3","1.00/2","","","","",""
"A0A0C5QWK0","M7WWZ4","1.000","1","1","","","","","",""
"A0A0C5Y7R5","M7XWA8","1.000","2","3","1.00/2","","","","",""
"A0A0D4T547","M!04329857","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q6M3","A0A061AZR4","1.000","2","3","1.00/2","","","","",""
"N1P6M1","M7WDE8","1.000","2","3","1.00/2","","","","",""
"A0A0C5LHS2","M7XQ11","1.000","1","1","","","","","",""
"A0A0D4Q2R5","M7XJD3","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y1K7","M7WK99","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2Y8","A0A061AXY4","0.933","2","15","0.93/14","","","","",""
"C8Z4A1","M7X717","1.000","1","1","","","","","",""
"A0A0D4Y2E2","M7WL92","1.000","2","3","1.00/2","","","","",""
"N1NZA4","M7WQ93","1.000","2","3","1.00/2","","","","",""
"N1NXU3","M7WNK5","1.000","2","3","1.00/2","","","","",""
"A0A0D4I243","M7WNQ0","0.706","1","17","0.75/16","","","","",""
"P32352","M7XXJ2","1.000","2","3","1.00/2","","","","",""
"A0A0D3XYE9","M7X4E5","1.000","2","3","1.00/2","","","","",""
"A0A0D3UK29","M7XMP2","1.000","2","3","1.00/2","","","","",""
"A0A0D4MZD9","M7XPZ8","1.000","1","1","","","","","",""
"A0A0C6DKE5","M7XKX2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y1W5","M7WI80","0.800","2","25","0.79/24","","","","",""
"A0A0D4GUU4","M7WLA3","1.000","1","1","","","","","",""
"A0A0D4WYD2","M7XEQ5","1.000","1","1","","","","","",""
"M!03904488","M7XRW5","1.000","2","3","1.00/2","","","","",""
"A0A0D4TAE3","M7XPE2","1.000","1","1","","","","","",""
"A0A0C5ZZA9","M7XGE8","1.000","1","1","","","","","",""
"A0A0D4Y2S4","M7XWF4","1.000","1","1","","","","","",""
"A0A0D4ZM61","M7X097","0.727","2","11","0.70/10","","","","",""
"N1P5S4","M7XJU9","1.000","2","3","1.00/2","","","","",""
"A0A0C5YI41","M7WP72","1.000","2","5","1.00/4","","","","",""
"A0A0C5RM64","M7WJM4","1.000","1","1","","","","","",""
"A0A0C5YAH7","M7WGM4","1.000","1","1","","","","","",""
"A0A0D4RHJ2","M7X5U4","1.000","2","9","1.00/8","","","","",""
"A0A0C5LGZ7","M7X6U6","1.000","2","7","1.00/6","","","","",""
"A0A0D4GW17","M7X6Q8","1.000","2","5","1.00/4","","","","",""
"A0A0D4RZK7","M7WXC3","1.000","2","3","1.00/2","","","","",""
"A0A0D3WCQ7","M7WXL7","0.667","2","3","0.50/2","","","","",""
"A0A0D4GVK4","M7X709","0.667","2","3","0.50/2","","","","",""
"A0A0D4Q2U8","M7WPI6","1.000","2","5","1.00/4","","","","",""
"P16649","M7WWY2","0.952","1","21","1.00/20","","","","",""
"P46959","M7WEP6","1.000","2","3","1.00/2","","","","",""
"A0A0C5YQJ0","M7WXJ0","1.000","1","1","","","","","",""
"A0A0C6BVM6","M7WUT7","1.000","1","1","","","","","",""
"A0A0D4GUS3","M7WKL7","1.000","2","17","1.00/16","","","","",""
"Q04781","M7X5E2","1.000","1","1","","","","","",""
